Unnamed: 0,type,latitude,longitude,altitude (ft),course,slope (%),distance (mi),distance_interval (ft),name,desc,is_curve,speed,add_curve,remove_curve
284,T,36.9990013,-86.3741423,511.7,307.8,0.7,0.263,4.47,,,True,23,False,False
285,T,36.9990066,-86.3741544,511.8,298.7,0.7,0.264,4.03,,,True,23,False,False
286,T,36.9990141,-86.3741651,511.8,311.3,0.8,0.265,4.15,,,True,22,False,False
287,T,36.9990205,-86.3741785,511.8,300.9,0.9,0.266,4.55,,,True,21,False,False
288,T,36.9990313,-86.3741879,511.9,325.2,1.0,0.267,4.8,,,True,21,False,False
289,T,36.999043,-86.3741959,511.9,331.4,1.4,0.268,4.86,,,True,20,False,False
290,T,36.9990527,-86.3742067,512.0,318.4,1.5,0.268,4.74,,,True,20,False,False
291,T,36.9990634,-86.3742147,512.1,329.2,1.4,0.269,4.54,,,True,19,False,False
292,T,36.9990752,-86.3742187,512.1,344.9,1.3,0.27,4.45,,,True,19,False,False
293,T,36.999087,-86.3742268,512.2,331.3,1.5,0.271,4.9,,,True,18,False,False
294,T,36.9990987,-86.3742308,512.3,344.7,1.3,0.272,4.42,,,True,17,False,False
295,T,36.9991105,-86.3742388,512.3,331.6,1.5,0.273,4.89,,,True,17,False,False
296,T,36.9991244,-86.3742456,512.4,338.7,1.4,0.274,5.44,,,True,16,False,False
297,T,36.9991362,-86.3742509,512.5,340.3,1.5,0.275,4.57,,,True,16,False,False
298,T,36.9991491,-86.3742549,512.6,346.1,1.4,0.276,4.84,,,True,15,False,False
299,T,36.999163,-86.3742603,512.6,342.8,1.5,0.277,5.3,,,True,15,False,False
300,T,36.9991758,-86.374267,512.7,337.3,1.6,0.278,5.05,,,True,14,False,False
301,T,36.9991887,-86.3742697,512.8,350.5,1.4,0.279,4.76,,,True,13,False,False
302,T,36.9992048,-86.3742724,512.9,352.4,1.4,0.28,5.91,,,True,13,False,False
303,T,36.9992176,-86.3742777,512.9,341.7,1.5,0.281,4.91,,,True,12,False,False
304,T,36.9992305,-86.3742818,513.0,345.8,1.6,0.282,4.85,,,True,12,False,False
305,T,36.9992444,-86.3742858,513.1,347.1,1.5,0.283,5.19,,,True,11,False,False
306,T,36.9992583,-86.3742871,513.2,355.7,1.4,0.283,5.08,,,True,11,False,False
307,T,36.9992722,-86.3742912,513.2,346.7,1.5,0.284,5.2,,,True,10,False,False
308,T,36.9992851,-86.3742965,513.3,341.8,1.6,0.285,4.95,,,True,10,False,False
309,T,36.999298,-86.3742979,513.4,355.0,1.4,0.286,4.71,,,True,10,False,False
310,T,36.9993129,-86.3743046,513.5,340.2,1.5,0.287,5.77,,,True,11,False,False
311,T,36.9993269,-86.3743059,513.5,355.8,1.0,0.288,5.11,,,True,11,False,False
312,T,36.9993419,-86.3743072,513.6,356.0,1.0,0.289,5.47,,,True,12,False,False
313,T,36.9993569,-86.3743126,513.7,344.0,1.2,0.29,5.68,,,True,12,False,False
314,T,36.9993708,-86.3743153,513.7,351.2,1.0,0.291,5.12,,,True,13,False,False
315,T,36.9993868,-86.3743191,513.8,349.3,1.1,0.293,5.93,,,True,13,False,False
316,T,36.9994029,-86.3743204,513.8,356.3,1.1,0.294,5.87,,,True,14,False,False
317,T,36.999419,-86.3743231,513.9,352.4,1.1,0.295,5.91,,,True,15,False,False
318,T,36.9994349,-86.3743249,514.0,354.8,1.1,0.296,5.81,,,True,15,False,False
319,T,36.9994488,-86.3743276,514.0,351.2,1.1,0.297,5.12,,,True,16,False,False
320,T,36.999467,-86.3743276,514.1,0.0,0.9,0.298,6.63,,,True,16,False,False
321,T,36.999482,-86.374329,514.1,355.7,1.0,0.299,5.48,,,True,17,False,False
322,T,36.999497,-86.374329,514.2,0.0,1.0,0.3,5.46,,,True,17,False,False
323,T,36.9995131,-86.3743303,514.2,356.3,1.0,0.301,5.87,,,True,18,False,False
324,T,36.999527,-86.3743303,514.3,0.0,1.0,0.302,5.06,,,True,19,False,False
325,T,36.9995441,-86.3743316,514.4,356.5,1.0,0.303,6.24,,,True,19,False,False
326,T,36.9995591,-86.3743303,514.4,4.0,1.0,0.304,5.47,,,True,20,False,False
327,T,36.9995763,-86.3743303,514.5,0.0,0.9,0.306,6.26,,,True,20,False,False
328,T,36.9995945,-86.374329,514.3,3.3,-1.8,0.307,6.64,,,True,21,False,False
329,T,36.9996116,-86.3743276,514.1,3.7,-3.6,0.308,6.24,,,True,21,False,False
330,T,36.9996287,-86.3743263,513.9,3.5,-3.5,0.309,6.24,,,True,22,False,False
331,T,36.9996405,-86.3743236,513.8,10.4,-3.5,0.31,4.37,,,True,23,False,False
332,T,36.9996523,-86.3743236,513.6,0.0,-3.4,0.311,4.3,,,True,23,False,False
333,T,36.9996673,-86.3743196,513.4,12.0,-3.3,0.312,5.59,,,True,24,False,False
334,T,36.9996812,-86.3743156,513.3,12.9,-3.2,0.313,5.19,,,True,24,False,False
335,T,36.9996951,-86.3743102,513.1,17.2,-2.9,0.314,5.3,,,True,25,False,False
336,T,36.9997091,-86.3743075,512.9,8.8,-3.1,0.315,5.16,,,True,25,False,False
337,T,36.9997219,-86.3743021,512.8,18.6,-2.5,0.316,4.92,,,True,26,False,False
338,T,36.9997369,-86.3742981,512.7,12.0,-2.7,0.317,5.59,,,True,26,False,False
339,T,36.9997519,-86.3742914,512.5,19.6,-2.2,0.318,5.8,,,True,27,False,False
340,T,36.9997648,-86.3742847,512.4,22.5,-1.9,0.319,5.09,,,True,28,False,False
341,T,36.9997787,-86.3742767,512.4,24.7,-1.5,0.32,5.57,,,True,28,False,False
342,T,36.9997926,-86.3742686,512.3,25.0,-1.4,0.321,5.59,,,True,29,False,False
343,T,36.9998044,-86.3742619,512.2,24.4,-1.3,0.322,4.72,,,True,29,False,False
344,T,36.9998183,-86.3742525,512.2,28.4,-0.7,0.323,5.76,,,True,30,False,False
345,T,36.9998301,-86.3742445,512.2,28.4,-0.6,0.324,4.89,,,True,30,False,False
346,T,36.9998408,-86.3742348,512.2,35.9,0.2,0.325,4.82,,,True,31,False,False
347,T,36.9998515,-86.3742227,512.2,42.1,0.9,0.326,5.26,,,True,32,False,False
348,T,36.9998622,-86.3742147,512.2,30.8,0.0,0.327,4.54,,,True,32,False,False
349,T,36.9998751,-86.3742039,512.2,33.8,-1.0,0.328,5.66,,,True,33,False,False
350,T,36.9998847,-86.3741945,512.1,38.0,-0.3,0.329,4.44,,,True,33,False,False
351,T,36.9998965,-86.3741878,512.1,24.4,-1.5,0.33,4.72,,,True,34,False,False
352,T,36.9999061,-86.3741731,512.1,50.7,1.4,0.331,5.54,,,True,34,False,False
353,T,36.9999158,-86.374165,512.1,33.7,-0.1,0.331,4.25,,,True,35,False,False
354,T,36.9999265,-86.3741556,512.2,35.1,0.3,0.332,4.77,,,True,36,False,False
355,T,36.9999383,-86.3741476,512.1,28.4,-0.2,0.333,4.89,,,True,36,False,False
356,T,36.999949,-86.3741355,512.2,42.1,1.5,0.334,5.26,,,True,37,False,False
357,T,36.9999618,-86.3741235,512.3,36.8,1.2,0.335,5.83,,,True,37,False,False
358,T,36.9999726,-86.3741141,512.4,34.8,1.3,0.336,4.8,,,True,38,False,False
359,T,36.9999843,-86.374102,512.5,39.6,2.0,0.337,5.53,,,True,38,False,False
360,T,36.999995,-86.3740899,512.6,42.1,2.6,0.338,5.26,,,True,39,False,False
361,T,37.0000079,-86.3740805,512.7,30.2,1.5,0.339,5.44,,,True,40,False,False
362,T,37.0000165,-86.3740685,512.9,48.1,3.8,0.34,4.7,,,False,40,False,False
363,T,37.0000293,-86.3740577,513.0,34.0,2.4,0.341,5.63,,,False,40,False,False
364,T,37.00004,-86.374047,513.2,38.6,3.3,0.342,4.99,,,False,40,False,False
365,T,37.0000507,-86.3740363,513.3,38.6,3.5,0.343,4.99,,,False,40,False,False
366,T,37.0000614,-86.3740242,513.5,42.1,2.9,0.344,5.26,,,False,40,False,False
367,T,37.0000722,-86.3740148,513.5,34.8,-0.4,0.345,4.8,,,False,40,False,False
368,T,37.0000818,-86.3740054,513.5,38.0,-0.2,0.346,4.44,,,False,40,False,False
369,T,37.0000925,-86.3739974,513.5,30.8,-0.4,0.347,4.54,,,False,40,False,False
370,T,37.0001032,-86.3739853,513.5,42.1,0.1,0.348,5.26,,,False,40,False,False
371,T,37.0001139,-86.3739746,513.5,38.6,0.1,0.349,4.99,,,False,40,False,False
372,T,37.0001257,-86.3739639,513.5,35.9,0.1,0.35,5.31,,,False,40,False,False
373,T,37.0001375,-86.3739545,513.5,32.5,0.1,0.351,5.1,,,False,40,False,False
374,T,37.0001471,-86.3739464,513.6,34.0,2.0,0.352,4.22,,,False,40,False,False
375,T,37.0001589,-86.3739317,513.7,44.9,2.4,0.353,6.07,,,False,40,False,False
376,T,37.0001707,-86.3739223,513.8,32.5,2.3,0.354,5.1,,,False,40,False,False
377,T,37.0001803,-86.3739116,513.9,41.7,2.2,0.355,4.69,,,False,40,False,False
378,T,37.000191,-86.3738995,514.0,42.1,2.2,0.356,5.26,,,False,40,False,False
379,T,37.0002018,-86.3738874,514.2,41.8,2.2,0.357,5.29,,,False,40,False,False
380,T,37.0002135,-86.373878,514.3,32.7,2.1,0.357,5.07,,,False,40,False,False
381,T,37.0002242,-86.3738655,514.4,43.0,2.1,0.359,5.34,,,False,40,False,False
382,T,37.000235,-86.3738562,514.5,34.5,2.1,0.359,4.78,,,False,40,False,False
383,T,37.0002457,-86.3738441,514.6,42.1,2.0,0.36,5.26,,,False,40,False,False
384,T,37.0002585,-86.3738347,514.7,30.4,2.0,0.361,5.41,,,False,40,False,False
385,T,37.0002692,-86.3738253,514.8,35.1,1.9,0.362,4.77,,,False,40,False,False
386,T,37.0002789,-86.3738146,514.9,41.4,1.9,0.363,4.72,,,False,40,False,False
387,T,37.0002917,-86.3738025,515.0,37.1,1.9,0.364,5.85,,,False,40,False,False
388,T,37.0003014,-86.3737945,515.1,33.4,1.9,0.365,4.23,,,False,40,False,False
389,T,37.0003131,-86.3737824,515.2,39.6,1.8,0.366,5.53,,,False,40,False,False
390,T,37.0003217,-86.3737717,515.2,44.8,1.7,0.367,4.42,,,False,40,False,False
391,T,37.0003324,-86.3737623,515.3,35.1,1.7,0.368,4.77,,,False,40,False,False
392,T,37.0003421,-86.3737515,515.4,41.6,1.7,0.369,4.74,,,False,40,False,False
393,T,37.0003528,-86.3737422,515.4,34.8,0.3,0.37,4.75,,,False,40,False,False
394,T,37.0003624,-86.3737301,515.4,45.2,-0.4,0.371,4.97,,,False,40,False,False
395,T,37.0003731,-86.3737207,515.4,35.1,-0.1,0.372,4.77,,,False,40,False,False
396,T,37.0003849,-86.3737113,515.4,32.5,0.0,0.373,5.1,,,False,40,False,False
397,T,37.0003956,-86.3737033,515.4,30.8,0.0,0.373,4.54,,,False,40,False,False
398,T,37.0004074,-86.3736912,515.4,39.3,-0.4,0.374,5.56,,,False,40,False,False
399,T,37.0004192,-86.3736791,515.4,39.3,-0.1,0.376,5.56,,,False,40,False,False
400,T,37.0004299,-86.3736697,515.4,35.1,1.3,0.376,4.77,,,False,40,False,False
401,T,37.0004417,-86.3736617,515.5,28.4,1.5,0.377,4.89,,,False,40,False,False
402,T,37.0004502,-86.373655,515.5,32.2,1.3,0.378,3.66,,,False,40,False,False
403,T,37.000462,-86.3736469,515.6,28.7,1.4,0.379,4.9,,,False,40,False,False
404,T,37.0004727,-86.3736389,515.7,30.8,1.2,0.38,4.54,,,False,40,False,False
405,T,37.0004824,-86.3736322,515.7,28.9,1.1,0.381,4.04,,,False,40,False,False
406,T,37.000492,-86.3736201,515.7,45.2,0.0,0.382,4.97,,,False,40,False,False
407,T,37.0005038,-86.3736107,515.7,32.5,0.8,0.382,5.1,,,False,40,False,False
408,T,37.0005166,-86.3736013,515.8,30.4,0.8,0.384,5.41,,,False,40,False,False
409,T,37.0005274,-86.3735933,515.8,30.6,0.6,0.384,4.57,,,False,40,False,False
410,T,37.000537,-86.3735826,515.8,41.7,-0.2,0.385,4.69,,,False,40,False,False
411,T,37.0005488,-86.3735732,515.8,32.5,0.3,0.386,5.1,,,False,40,False,False
412,T,37.0005584,-86.3735638,515.8,38.0,-0.1,0.387,4.44,,,False,40,False,False
413,T,37.0005691,-86.3735531,515.8,38.6,-0.3,0.388,4.99,,,False,40,False,False
414,T,37.0005798,-86.373541,515.8,42.1,-0.7,0.389,5.26,,,False,40,False,False
415,T,37.0005895,-86.3735303,515.7,41.4,-0.8,0.39,4.72,,,False,40,False,False
416,T,37.0006002,-86.3735209,515.7,35.1,-0.5,0.391,4.77,,,False,40,False,False
417,T,37.000612,-86.3735088,515.7,39.3,-0.8,0.392,5.56,,,False,40,False,False
418,T,37.0006227,-86.3735008,515.6,30.8,-0.4,0.393,4.54,,,False,40,False,False
419,T,37.0006312,-86.3734887,515.6,48.7,-1.7,0.394,4.7,,,False,40,False,False
420,T,37.0006441,-86.3734793,515.5,30.2,-0.5,0.395,5.44,,,False,40,False,False
421,T,37.0006548,-86.3734699,515.5,35.1,-0.8,0.396,4.77,,,False,40,False,False
422,T,37.0006631,-86.3734587,515.5,47.1,-0.6,0.396,4.45,,,False,40,False,False
423,T,37.0006749,-86.3734479,515.5,36.2,-0.1,0.397,5.33,,,False,40,False,False
424,T,37.0006867,-86.3734386,515.5,32.2,0.0,0.398,5.08,,,False,40,False,False
425,T,37.0006985,-86.3734292,515.5,32.5,0.5,0.399,5.1,,,False,40,False,False
426,T,37.0007092,-86.3734198,515.5,35.1,1.0,0.4,4.77,,,False,40,False,False
427,T,37.000721,-86.373409,515.6,36.2,0.9,0.401,5.33,,,False,40,False,False
428,T,37.0007317,-86.373397,515.6,41.8,0.4,0.402,5.24,,,False,40,False,False
429,T,37.0007402,-86.3733876,515.6,41.5,0.4,0.403,4.14,,,False,40,False,False
430,T,37.000751,-86.3733742,515.6,44.7,0.1,0.404,5.55,,,False,40,False,False
431,T,37.0007627,-86.3733648,515.7,32.7,0.8,0.405,5.07,,,False,40,False,False
432,T,37.0007735,-86.3733527,515.7,41.8,0.1,0.406,5.29,,,False,40,False,False
433,T,37.0007842,-86.373342,515.7,38.6,0.3,0.407,4.99,,,False,40,False,False
434,T,37.0007938,-86.3733299,515.7,45.2,-0.3,0.408,4.97,,,False,40,False,False
435,T,37.0008045,-86.3733205,515.7,35.1,0.3,0.409,4.77,,,False,40,False,False
436,T,37.0008163,-86.3733098,515.7,35.9,0.2,0.41,5.31,,,False,40,False,False
437,T,37.0008281,-86.3732991,515.7,35.9,0.1,0.411,5.31,,,False,40,False,False
438,T,37.0008377,-86.3732883,515.7,41.9,-0.3,0.412,4.71,,,False,40,False,False
439,T,37.0008495,-86.373279,515.7,32.2,0.3,0.413,5.08,,,False,40,False,False
440,T,37.0008602,-86.3732682,515.7,38.9,-0.3,0.414,5.01,,,False,40,False,False
441,T,37.0008709,-86.3732575,515.7,38.6,-0.4,0.415,4.99,,,False,40,False,False
442,T,37.0008827,-86.3732454,515.6,39.3,-0.5,0.416,5.56,,,False,40,False,False
443,T,37.0008945,-86.373236,515.6,32.5,-0.1,0.417,5.1,,,False,40,False,False
444,T,37.0009084,-86.373224,515.6,34.6,-0.3,0.418,6.16,,,False,40,False,False
445,T,37.0009202,-86.3732119,515.6,39.3,-0.8,0.419,5.56,,,False,40,False,False
446,T,37.000933,-86.3731998,515.5,37.1,-0.7,0.42,5.85,,,False,40,False,False
447,T,37.0009448,-86.3731891,515.5,35.9,-0.1,0.421,5.31,,,False,40,False,False
448,T,37.0009577,-86.3731744,515.5,42.3,0.1,0.422,6.36,,,False,40,False,False
449,T,37.0009727,-86.373165,515.6,26.6,0.8,0.423,6.11,,,False,40,False,False
450,T,37.0009834,-86.3731516,515.6,45.0,0.3,0.424,5.52,,,False,40,False,False
451,T,37.0009978,-86.373138,515.6,37.0,0.6,0.426,6.58,,,False,40,False,False
452,T,37.0010085,-86.3731286,515.7,35.1,0.8,0.426,4.77,,,False,40,False,False
453,T,37.0010214,-86.3731179,515.7,33.5,0.7,0.428,5.64,,,False,40,False,False
454,T,37.0010321,-86.3731085,515.7,35.1,0.6,0.428,4.77,,,False,40,False,False
455,T,37.0010481,-86.3730964,515.8,31.1,0.7,0.43,6.81,,,False,40,False,False
456,T,37.0010567,-86.3730857,515.8,44.8,-0.1,0.431,4.42,,,False,40,False,False
457,T,37.0010728,-86.3730736,515.8,31.0,0.6,0.432,6.84,,,False,40,False,False
458,T,37.0010856,-86.3730602,515.8,39.9,0.1,0.433,6.09,,,False,40,False,False
459,T,37.0010963,-86.3730482,515.8,41.8,-0.1,0.434,5.24,,,False,40,False,False
460,T,37.0011103,-86.3730334,515.8,40.2,-0.1,0.435,6.68,,,False,40,False,False
461,T,37.001122,-86.373024,515.8,32.7,0.3,0.436,5.07,,,False,40,False,False
462,T,37.0011317,-86.3730146,515.8,37.7,-0.1,0.437,4.47,,,False,40,False,False
463,T,37.0011424,-86.3730066,515.8,30.8,0.3,0.438,4.54,,,False,40,False,False
464,T,37.0011563,-86.3729959,515.8,31.6,0.2,0.439,5.95,,,False,40,False,False
465,T,37.0011692,-86.3729865,515.9,30.2,0.2,0.44,5.44,,,False,40,False,False
466,T,37.0011831,-86.3729677,515.8,47.2,-0.9,0.442,7.47,,,False,40,False,False
467,T,37.0011949,-86.372957,515.8,35.9,-0.3,0.443,5.31,,,False,40,False,False
468,T,37.0012067,-86.3729462,515.8,36.2,-0.4,0.444,5.33,,,False,40,False,False
469,T,37.0012174,-86.3729315,515.7,47.7,-1.1,0.445,5.8,,,False,40,False,False
470,T,37.0012281,-86.3729194,515.6,42.1,-0.9,0.446,5.26,,,False,40,False,False
471,T,37.0012388,-86.3729087,515.7,38.6,0.2,0.447,4.99,,,False,40,False,False
472,T,37.0012516,-86.372898,515.7,33.7,0.3,0.448,5.61,,,False,40,False,False
473,T,37.0012645,-86.3728859,515.5,36.8,-2.6,0.449,5.88,,,False,40,False,False
474,T,37.0012763,-86.3728752,515.4,35.9,-2.3,0.45,5.31,,,False,40,False,False
475,T,37.001288,-86.3728671,515.3,28.9,-2.2,0.451,4.87,,,False,40,False,False
476,T,37.0012988,-86.3728577,515.2,34.8,-2.1,0.452,4.8,,,False,40,False,False
477,T,37.0013105,-86.3728456,515.1,39.6,-1.8,0.453,5.53,,,False,40,False,False
478,T,37.0013234,-86.3728309,515.0,42.3,-1.5,0.454,6.36,,,False,40,False,False
479,T,37.0013362,-86.3728161,514.9,42.7,-1.3,0.455,6.36,,,False,40,False,False
480,T,37.0013491,-86.3728,514.8,44.9,-1.0,0.456,6.65,,,False,40,False,False
481,T,37.0013662,-86.372788,514.8,29.3,-1.0,0.458,7.14,,,False,40,False,False
482,T,37.0013791,-86.3727732,514.7,42.5,-0.6,0.459,6.38,,,False,40,False,False
483,T,37.0013941,-86.3727612,514.7,32.6,-0.6,0.46,6.49,,,False,40,False,False
484,T,37.0014069,-86.3727491,514.7,37.1,-0.2,0.461,5.85,,,False,40,False,False
485,T,37.0014198,-86.3727317,514.7,47.1,0.2,0.463,6.92,,,False,40,False,False
486,T,37.0014326,-86.3727178,514.7,40.9,0.3,0.464,6.18,,,False,40,False,False
487,T,37.0014476,-86.3727044,514.7,35.5,0.4,0.465,6.72,,,False,40,False,False
488,T,37.0014616,-86.3726897,514.8,40.0,0.7,0.466,6.66,,,False,40,False,False
489,T,37.0014755,-86.3726762,514.8,37.8,0.9,0.467,6.42,,,False,40,False,False
490,T,37.0014873,-86.3726615,514.9,44.9,1.3,0.469,6.07,,,False,40,False,False
491,T,37.0015001,-86.3726467,515.0,42.7,1.5,0.47,6.36,,,False,40,False,False
492,T,37.0015119,-86.372632,515.1,44.9,1.4,0.471,6.07,,,False,40,False,False
493,T,37.0015247,-86.3726213,515.1,33.7,0.9,0.472,5.61,,,False,40,False,False
494,T,37.0015365,-86.3726065,515.2,45.0,0.8,0.473,6.09,,,False,40,False,False
495,T,37.0015494,-86.3725918,515.2,42.3,0.6,0.474,6.36,,,False,40,False,False
496,T,37.0015633,-86.3725797,515.3,34.8,0.6,0.476,6.17,,,False,40,False,False
497,T,37.0015772,-86.3725663,515.3,37.6,0.8,0.477,6.4,,,False,40,False,False
498,T,37.001589,-86.3725502,515.4,47.5,1.2,0.478,6.37,,,False,40,False,False
499,T,37.0016029,-86.3725354,515.5,40.4,1.2,0.479,6.66,,,False,40,False,False
500,T,37.0016158,-86.372522,515.6,39.7,1.3,0.48,6.11,,,False,40,False,False
501,T,37.0016276,-86.3725073,515.7,44.9,1.6,0.482,6.07,,,False,40,False,False
502,T,37.0016383,-86.3724965,515.7,38.9,1.6,0.482,5.01,,,False,40,False,False
503,T,37.0016501,-86.3724831,515.8,42.2,1.8,0.484,5.81,,,False,40,False,False
504,T,37.0016618,-86.3724697,516.0,42.4,2.0,0.485,5.78,,,False,40,False,False
505,T,37.0016758,-86.372455,516.1,40.0,2.0,0.486,6.66,,,False,40,False,False
506,T,37.0016875,-86.3724429,516.2,39.6,2.1,0.487,5.53,,,False,40,False,False
507,T,37.0017036,-86.3724281,516.4,36.3,2.2,0.488,7.28,,,False,40,False,False
508,T,37.0017165,-86.3724134,516.5,42.3,2.6,0.49,6.36,,,False,40,False,False
509,T,37.0017261,-86.3724027,516.7,41.7,2.7,0.49,4.69,,,False,40,False,False
510,T,37.0017368,-86.3723919,516.8,38.9,2.7,0.491,5.01,,,False,40,False,False
511,T,37.0017454,-86.3723812,516.9,44.8,3.0,0.492,4.42,,,False,40,False,False
512,T,37.001755,-86.3723705,517.1,41.7,2.9,0.493,4.69,,,False,40,False,False
513,T,37.0017647,-86.3723611,517.2,37.7,3.0,0.494,4.47,,,False,40,False,False
514,T,37.0017732,-86.3723517,517.2,41.5,1.2,0.495,4.14,,,False,40,False,False
515,T,37.0017839,-86.3723423,517.3,35.1,1.2,0.496,4.77,,,False,40,False,False
516,T,37.0017936,-86.3723329,517.4,37.7,1.3,0.497,4.47,,,False,40,False,False
517,T,37.0018043,-86.3723195,517.4,45.0,1.2,0.498,5.52,,,False,40,False,False
518,T,37.0018139,-86.3723088,517.5,41.7,2.4,0.498,4.69,,,False,40,False,False
519,T,37.0018246,-86.3722954,517.7,45.0,2.4,0.499,5.52,,,False,40,False,False
520,T,37.0018353,-86.3722846,517.8,38.9,2.6,0.5,5.01,,,False,40,False,False
521,T,37.001845,-86.3722739,517.9,41.4,2.4,0.501,4.72,,,False,40,False,False
522,T,37.0018536,-86.3722632,518.0,44.8,2.4,0.502,4.42,,,False,40,False,False
523,T,37.0018611,-86.3722484,518.1,57.6,1.8,0.503,5.11,,,False,40,False,False
524,T,37.0018718,-86.3722364,518.2,41.8,2.4,0.504,5.24,,,False,40,False,False
525,T,37.0018825,-86.3722216,518.4,47.8,2.1,0.505,5.82,,,False,40,False,False
526,T,37.0018921,-86.3722122,518.5,38.0,2.4,0.506,4.44,,,False,40,False,False
527,T,37.0018996,-86.3722001,518.6,52.2,1.8,0.507,4.47,,,False,40,False,False
528,T,37.0019092,-86.3721881,518.7,45.0,2.1,0.508,4.95,,,False,40,False,False
529,T,37.0019189,-86.3721747,518.8,47.8,1.9,0.509,5.27,,,False,40,False,False
530,T,37.0019296,-86.3721613,518.9,45.0,2.0,0.51,5.52,,,False,40,False,False
531,T,37.0019403,-86.3721492,519.0,42.1,2.1,0.511,5.26,,,False,40,False,False
532,T,37.001951,-86.3721344,519.1,47.8,1.9,0.512,5.82,,,False,40,False,False
533,T,37.0019607,-86.3721197,519.2,50.4,1.7,0.513,5.56,,,False,40,False,False
534,T,37.0019692,-86.3721049,519.3,54.3,1.5,0.514,5.32,,,False,40,False,False
535,T,37.0019767,-86.3720934,519.3,50.8,1.6,0.515,4.33,,,False,40,False,False
536,T,37.0019853,-86.3720813,519.4,48.3,1.5,0.516,4.72,,,False,40,False,False
537,T,37.0019949,-86.3720665,519.5,50.9,1.0,0.517,5.56,,,False,40,False,False
538,T,37.0020056,-86.3720518,519.5,47.7,1.1,0.518,5.8,,,False,40,False,False
539,T,37.0020131,-86.3720384,519.6,55.0,0.6,0.519,4.77,,,False,40,False,False
540,T,37.0020228,-86.372025,519.6,47.8,0.9,0.52,5.27,,,False,40,False,False
541,T,37.0020335,-86.3720102,519.7,47.8,0.9,0.521,5.82,,,False,40,False,False
542,T,37.002041,-86.3719928,519.7,61.6,0.2,0.522,5.77,,,False,40,False,False
543,T,37.0020496,-86.3719794,519.7,51.2,0.6,0.523,5.01,,,False,40,False,False
544,T,37.0020581,-86.3719646,519.7,54.3,0.4,0.524,5.32,,,False,40,False,False
545,T,37.0020688,-86.3719499,519.8,47.7,0.6,0.525,5.8,,,False,40,False,False
546,T,37.0020763,-86.3719338,519.8,59.7,0.0,0.526,5.44,,,False,40,False,False
547,T,37.002086,-86.3719177,519.8,53.0,-0.1,0.527,5.88,,,False,40,False,False
548,T,37.0020945,-86.3719016,519.7,56.5,-1.2,0.528,5.63,,,False,40,False,False
549,T,37.0021031,-86.3718882,519.6,51.2,-1.1,0.529,5.01,,,False,40,False,False
550,T,37.0021117,-86.3718748,519.6,51.2,-1.1,0.53,5.01,,,False,40,False,False
551,T,37.0021202,-86.3718573,519.5,58.7,-1.2,0.531,5.97,,,False,40,False,False
552,T,37.0021299,-86.3718439,519.4,47.8,-1.1,0.532,5.27,,,False,40,False,False
553,T,37.0021395,-86.3718305,519.4,48.1,-1.1,0.533,5.25,,,False,40,False,False
554,T,37.0021481,-86.3718171,519.3,51.2,-1.2,0.534,5.01,,,False,40,False,False
555,T,37.0021577,-86.371801,519.3,53.3,-0.8,0.535,5.86,,,False,40,False,False
556,T,37.0021663,-86.3717862,519.3,54.0,0.1,0.536,5.34,,,False,40,False,False
557,T,37.0021759,-86.3717701,519.3,53.3,0.1,0.537,5.86,,,False,40,False,False
558,T,37.0021845,-86.3717567,519.3,51.2,0.1,0.538,5.01,,,False,40,False,False
559,T,37.0021899,-86.3717447,519.3,60.6,0.2,0.539,4.02,,,False,40,False,False
560,T,37.0021974,-86.3717286,519.3,59.7,0.2,0.54,5.44,,,False,40,False,False
561,T,37.002207,-86.3717138,519.3,50.9,0.1,0.541,5.56,,,False,40,False,False
562,T,37.0022134,-86.3716991,519.3,61.4,0.2,0.542,4.88,,,False,40,False,False
563,T,37.002222,-86.3716857,519.3,51.2,0.1,0.543,5.01,,,False,40,False,False
564,T,37.0022284,-86.3716696,519.3,63.5,0.3,0.544,5.25,,,False,40,False,False
565,T,37.0022381,-86.3716508,519.4,57.1,0.2,0.545,6.53,,,False,40,False,False
566,T,37.0022445,-86.371636,519.4,61.6,0.2,0.546,4.91,,,False,40,False,False
567,T,37.0022488,-86.3716242,519.4,65.5,0.3,0.547,3.78,,,False,40,False,False
